,text,label
1212,amid prompted locals people worldwide stock various items,Neutral
1213,brand represents essential consumer goods still get picked despite wave,Negative
1214,words evening going make self isolation shopping much want join weve kind left choice considering every supermarket sold pasta,Extremely Negative
1215,watch nature documentary see buffalo panicking stampede want scream work together went supermarket last night realized,Extremely Negative
1216,someone uncertain begins worry look usually leads prices hand sanitizer toilet shortage supermarkets,Negative
1217,shut online shopping amazon please thank,Extremely Positive
1218,legit question small retail business owner make call close store amid work remote want endanger sales bills rent,Extremely Negative
1219,small town advantages local grocery store need stocked ice cream enough ice probably need restock,Positive
1220,grocery shopping media generated bread aisle local thought might get mugged whole,Neutral
1221,lull grocery lines getting longer employees restock shelves quickly,Negative
1222,long lines empty shelves expect find local grocery people early waiting open order stock essentials looming threat,Extremely Negative
1223,attention mildmay grocery store well important things hoard apparent,Positive
1224,one stayed away saved rest even high risk getting person next touching door knob touched reaching tomato grocery store might,Extremely Positive
1225,times waste food able consume panic still,Extremely Negative
1226,news organizations must aware constantly hyping stories hoarding posting pictures empty fueling kind behavior making people would otherwise go mass,Positive
1227,media organizations cite experts saying things like mass purchasing food unnecessary minutes organizations publish breathless pieces people mass buying pictures empty shelves add,Extremely Negative
1228,people grocery store buying bottled water like tap water oozing,Positive
1229,every customer grocery store thinks gonna happen within next,Neutral
1230,message share rush grocery store please help elderly citizens,Extremely Positive
1231,panic buying finally hit local grocery learned around stockpile tp fresh,Negative
1232,calling due low oil mean markets,Negative
1233,sister friend sent screen shot freaking went store buy food stock tbh starting worry jokes aside,Negative
1234,well delivery girl scout cookies perfectly timed explosion grocery store next months,Extremely Positive
1235,light threat increased demand portsmouth health food handler classes suspended online instruction options encouraged available,Negative
1236,happens children hungry eat schools close free school families financially desperate cannot stock food supplies mass,Positive
1237,trying freak high risk covid starting scare making vital trips trying stay feet away pandemic gets,Extremely Negative
1238,still operating coronavirus impacted us please follow media channels keep,Positive
1239,daily life community families flocked grocery stores stock businesses updated sick leave work home public events visitation care fâ,Negative
1240,maybe people panicked toilet paper scared people panic panicking buying food people tp early got worse tp people social media caused,Extremely Negative
